Merge Sort - unsorted,1000,0.0031
Merge Sort - unsorted,1010,0.0028
Merge Sort - unsorted,1020,0.0028
Merge Sort - unsorted,1030,0.004
Merge Sort - unsorted,1040,0.0043
Merge Sort - unsorted,1050,0.0048
Merge Sort - unsorted,1060,0.0049
Merge Sort - unsorted,1070,0.0053
Merge Sort - unsorted,1080,0.0061
Merge Sort - unsorted,1090,0.0051
Merge Sort - unsorted,1100,0.0041
Merge Sort - unsorted,1110,0.0047
Merge Sort - unsorted,1120,0.0059
Merge Sort - unsorted,1130,0.0065
Merge Sort - unsorted,1140,0.0045
Merge Sort - unsorted,1150,0.0041
Merge Sort - unsorted,1160,0.0055
Merge Sort - unsorted,1170,0.0052
Merge Sort - unsorted,1180,0.0047
Merge Sort - unsorted,1190,0.0045
Merge Sort - unsorted,1200,0.0045
Merge Sort - unsorted,1210,0.0046
Merge Sort - unsorted,1220,0.0047
Merge Sort - unsorted,1230,0.0047
Merge Sort - unsorted,1240,0.0053
Merge Sort - unsorted,1250,0.0054
Merge Sort - unsorted,1260,0.0052
Merge Sort - unsorted,1270,0.0054
Merge Sort - unsorted,1280,0.0055
Merge Sort - unsorted,1290,0.0055
Merge Sort - unsorted,1300,0.0052
Merge Sort - unsorted,1310,0.0052
Merge Sort - unsorted,1320,0.0055
Merge Sort - unsorted,1330,0.0053
Merge Sort - unsorted,1340,0.006
Merge Sort - unsorted,1350,0.006
Merge Sort - unsorted,1360,0.0047
Merge Sort - unsorted,1370,0.0048
Merge Sort - unsorted,1380,0.0052
Merge Sort - unsorted,1390,0.0051
Merge Sort - unsorted,1400,0.0052
Merge Sort - unsorted,1410,0.0055
Merge Sort - unsorted,1420,0.006
Merge Sort - unsorted,1430,0.0038
Merge Sort - unsorted,1440,0.0045
Merge Sort - unsorted,1450,0.0061
Merge Sort - unsorted,1460,0.0066
Merge Sort - unsorted,1470,0.0072
Merge Sort - unsorted,1480,0.0048
Merge Sort - unsorted,1490,0.0052
Merge Sort - unsorted,1500,0.0058
Merge Sort - unsorted,1510,0.008
Merge Sort - unsorted,1520,0.005
Merge Sort - unsorted,1530,0.0048
Merge Sort - unsorted,1540,0.0049
Merge Sort - unsorted,1550,0.005
Merge Sort - unsorted,1560,0.0051
Merge Sort - unsorted,1570,0.005
Merge Sort - unsorted,1580,0.0069
Merge Sort - unsorted,1590,0.0059
Merge Sort - unsorted,1600,0.0056
Merge Sort - unsorted,1610,0.0056
Merge Sort - unsorted,1620,0.0057
Merge Sort - unsorted,1630,0.0057
Merge Sort - unsorted,1640,0.0058
Merge Sort - unsorted,1650,0.0061
Merge Sort - unsorted,1660,0.0065
Merge Sort - unsorted,1670,0.0065
Merge Sort - unsorted,1680,0.0062
Merge Sort - unsorted,1690,0.0062
Merge Sort - unsorted,1700,0.0067
Merge Sort - unsorted,1710,0.0071
Merge Sort - unsorted,1720,0.0084
Merge Sort - unsorted,1730,0.0047
Merge Sort - unsorted,1740,0.0047
Merge Sort - unsorted,1750,0.0047
Merge Sort - unsorted,1760,0.0048
Merge Sort - unsorted,1770,0.0048
Merge Sort - unsorted,1780,0.0073
Merge Sort - unsorted,1790,0.0061
Merge Sort - unsorted,1800,0.0064
Merge Sort - unsorted,1810,0.0058
Merge Sort - unsorted,1820,0.0058
Merge Sort - unsorted,1830,0.0058
Merge Sort - unsorted,1840,0.0059
Merge Sort - unsorted,1850,0.0073
Merge Sort - unsorted,1860,0.0069
Merge Sort - unsorted,1870,0.0067
Merge Sort - unsorted,1880,0.0075
Merge Sort - unsorted,1890,0.0071
Merge Sort - unsorted,1900,0.0068
Merge Sort - unsorted,1910,0.0061
Merge Sort - unsorted,1920,0.0065
Merge Sort - unsorted,1930,0.0071
Merge Sort - unsorted,1940,0.0071
Merge Sort - unsorted,1950,0.0088
Merge Sort - unsorted,1960,0.0065
Merge Sort - unsorted,1970,0.0066
Merge Sort - unsorted,1980,0.0078
Merge Sort - unsorted,1990,0.0085
Merge Sort - unsorted,2000,0.0054
